6683852,218	5682085,495
6683814,899	5682178,271
6683777,581	5682271,047
6683740,262	5682363,823
6683702,943	5682456,599
6683665,624	5682549,375
6683628,306	5682642,151
6683590,987	5682734,926
6683553,669	5682827,702
6683516,35	5682920,478
6683479,031	5683013,254
6683441,713	5683106,03
6683404,394	5683198,806
6683367,076	5683291,581
6683329,757	5683384,358
6683292,438	5683477,133
6683255,12	5683569,909
6683217,801	5683662,684
6683180,482	5683755,461
6683143,164	5683848,237
6683105,845	5683941,013
6683068,526	5684033,789
6683031,208	5684126,565
6682993,889	5684219,34
6682956,57	5684312,117
6682919,251	5684404,893
6682881,933	5684497,669
6682844,614	5684590,445
6682807,295	5684683,221
6682769,977	5684775,997
6682732,658	5684868,773
6682695,339	5684961,549
6682658,021	5685054,324
6682620,702	5685147,101
6682583,383	5685239,876
6682546,065	5685332,652
6682508,746	5685425,427
6682471,428	5685518,203
6682434,109	5685610,979
6682396,79	5685703,756
6682359,472	5685796,531
6682322,153	5685889,308
6682284,834	5685982,083
6682247,516	5686074,859
6682210,197	5686167,635
6682172,878	5686260,411
6682135,56	5686353,187
6682098,241	5686445,963
6682060,922	5686538,739
6682023,604	5686631,515
6681986,285	5686724,291
6681948,966	5686817,067
6681911,647	5686909,843
6681874,329	5687002,619
6681837,01	5687095,396
6681799,691	5687188,172
6681762,372	5687280,948
6681725,054	5687373,724
6681687,735	5687466,499
6681650,416	5687559,276
6681613,098	5687652,051
6681575,779	5687744,827
6681538,46	5687837,603
6681501,142	5687930,38
6681463,823	5688023,155
6681426,504	5688115,931
6681389,186	5688208,706
6681351,867	5688301,483
6681314,549	5688394,258
6681277,23	5688487,034
6681239,912	5688579,809
6681202,593	5688672,585
6681165,275	5688765,36
6681127,956	5688858,136
6681090,637	5688950,912
6681053,319	5689043,688
6681016 5689136,464
6680978,681	5689229,24
6680941,363	5689322,016
6680904,044	5689414,792
6680866,725	5689507,567
6680829,407	5689600,344
6680792,088	5689693,119
6680754,769	5689785,895
6680717,451	5689878,671
6680680,132	5689971,447
6680642,814	5690064,223
6680605,495	5690156,999
6680568,176	5690249,775
6680530,857	5690342,551
6680493,539	5690435,327
6680456,22	5690528,103
6680418,901	5690620,878
6680381,583	5690713,654
6680344,264	5690806,43
6680306,945	5690899,206
6680269,627	5690991,983
6680232,308	5691084,758
6680194,989	5691177,534
6680157,671	5691270,31
6680120,352	5691363,086
6680083,033	5691455,862
6680045,715	5691548,638
6680008,396	5691641,414
6679971,077	5691734,19
6679933,759	5691826,965
6679896,44	5691919,741
6679859,122	5692012,516
6679821,803	5692105,292
6679784,485	5692198,067
6679747,166	5692290,844
6679709,847	5692383,619
6679672,529	5692476,395
6679635,21	5692569,171
6679597,892	5692661,947
6679560,573	5692754,723
6679523,254	5692847,498
6679485,936	5692940,275
6679448,617	5693033,051
6679411,298	5693125,827
6679373,979	5693218,603
6679336,661	5693311,379
6679299,342	5693404,155
6679262,023	5693496,931
6679224,705	5693589,706
6679187,386	5693682,482
6679150,067	5693775,258
6679112,749	5693868,035
6679075,43	5693960,811
6679038,111	5694053,587
6679000,793	5694146,362
6678963,474	5694239,139
6678926,155	5694331,915
6678888,836	5694424,691
6678851,517	5694517,467
6678814,199	5694610,243
6678776,88	5694703,019
6678739,561	5694795,795
6678702,243	5694888,571
6678664,924	5694981,346
6678627,606	5695074,123
6678590,287	5695166,898
6678552,968	5695259,674
6678515,65	5695352,45
6678478,331	5695445,226
6678441,012	5695538,002
6678403,694	5695630,778
6678366,375	5695723,554
6678329,056	5695816,33
6678291,738	5695909,106
6678254,419	5696001,881
6678217,101	5696094,657
6678179,782	5696187,433
6678142,463	5696280,209
6678105,144	5696372,985
6678067,826	5696465,762
6678030,507	5696558,537
6677993,188	5696651,313
6677955,87	5696744,089
6677918,551	5696836,865
6677881,232	5696929,641
6677843,914	5697022,417
6677806,595	5697115,193
6677769,276	5697207,969
6677731,958	5697300,744
6677694,639	5697393,52
6677657,321	5697486,296
6677620,002	5697579,072
6677582,683	5697671,848
6677545,365	5697764,624
6677508,046	5697857,4
6677470,727	5697950,175
6677433,409	5698042,951
6677396,09	5698135,727
6677358,771	5698228,503
6677321,452	5698321,279
6677284,134	5698414,055
6677246,815	5698506,831
6677209,497	5698599,607
6677172,178	5698692,383
6677134,859	5698785,159
6677097,541	5698877,935
6677060,222	5698970,71
6677022,903	5699063,486
6676985,585	5699156,262
6676948,266	5699249,038
